calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia
Calle Camarada Carlos Moreno;Camarada Carlos Moreno;Camarada;Carlos;-2;Male;-;-
Calle Grupo Ministro Vicente Mortes;Grupo Ministro Vicente Mortes;Grupo;Ministro;-2;Male;-;-
Plaza de Pepe Sanz;Pepe Sanz;Pepe;Sanz;-2;Male;-;-
Calle Santa Olalla del Cala;Santa Olalla Cala;Santa;Olalla;2;Female;-;-;https://es.wikipedia.org/wiki/Eulalia_de_M%C3%A9rida
Calle Gil Marquéz;Gil Marquéz;Gil;Marquéz;-2;Male;-;-
Pasaje Alonso de Palos;Alonso Palos;Alonso;Palos;-2;Male;-;-
Pasaje Juan de la Reina;Juan Reina;Juan;Reina;-2;Male;-;-
Pasaje A Avenida de Pío XII;Pasaje A  Pío XII;Pasaje;A;-2;Male;-;-
Pasaje B Avenida de Pío XII;Pasaje B  Pío XII;Pasaje;B;-2;Male;-;-
Pasaje C Avenida de Pío XII;Pasaje C  Pío XII;Pasaje;C;-2;Male;-;-
Pasaje D Avenida de Pío XII;Pasaje D  Pío XII;Pasaje;D;-2;Male;-;-
Calle Diego Bermúdez;Diego Bermúdez;Diego;Bermúdez;-2;Male;-;-
Calle Sancho de Rama;Sancho Rama;Sancho;Rama;-2;Male;-;-
Calle Andrés de Huelva;Andrés Huelva;Andrés;Huelva;-2;Male;-;-
Pasaje Juan de Mena;Juan Mena;Juan;Mena;-2;Male;-;-
Pasaje García Xalmiento;García Xalmiento;García;Xalmiento;-2;Male;-;-
Calle García Alonso;García Alonso;García;Alonso;-2;Male;-;-
Calle José Caballero;José Caballero;José;Caballero;-2;Male;-;-
Calle Concha Espina;Concha Espina;Concha;Espina;2;Female;-;-;https://es.wikipedia.org/wiki/Concha_Espina
Rotonda de San Juan Pablo II;San Juan Pablo II;San;Juan;-2;Male;-;-
Calle Hernando de Soto;Hernando Soto;Hernando;Soto;-2;Male;-;-
Calle Primitivo Lázaro;Primitivo Lázaro;Primitivo;Lázaro;-2;Male;-;-
Calle Domingo Borrero de Feria;Domingo Borrero Feria;Domingo;Borrero;-2;Male;-;-
Calle Emilio Molero;Emilio Molero;Emilio;Molero;-2;Male;-;-
Calle San Justo;San Justo;San;Justo;-2;Male;-;-
Calle Arquitecto Alejandro Herrero;Arquitecto Alejandro Herrero;Arquitecto;Alejandro;-2;Male;-;-
Calle Isidro Pinedo;Isidro Pinedo;Isidro;Pinedo;-2;Male;-;-
Calle Párroco José Muñoz;Párroco José Muñoz;Párroco;José;-2;Male;-;-
Calle Rodríguez de Castro;Rodríguez Castro;Rodríguez;Castro;-2;Male;-;-
Calle Alcalde Antonio Morano Montiel;AlcalAntonio Morano Montiel;AlcalAntonio;Morano;2;Male;-;-;
Calle Juan Valera;Juan Valera;Juan;Valera;-2;Male;-;-
Calle Fernando Villalón;Fernando Villalón;Fernando;Villalón;-2;Male;-;-
Calle Santos Chocano;Santos Chocano;Santos;Chocano;2;Male;-;-
Calle Ramón de Campoamor;Ramón Campoamor;Ramón;Campoamor;-2;Male;-;-
Calle Mateo Alemán;Mateo Alemán;Mateo;Alemán;-2;Male;-;-
Calle Francisco Villaespesa;Francisco Villaespesa;Francisco;Villaespesa;-2;Male;-;-
Calle Rodrigo de Caro;Rodrigo Caro;Rodrigo;Caro;-2;Male;-;-
Plaza del Billarista Pepe Gálvez;Billarista Pepe Gálvez;Billarista;Pepe;-2;Male;-;-
Calle Enfermera Teresa Martínez;Enfermera Teresa Martínez;Enfermera;Teresa;2;Female;-;-
Calle Manuel Limón de la Rosa;Manuel Limón Rosa;Manuel;Limón;-2;Male;-;-
Calle Doctor Rafael Segovia;Doctor Rafael Segovia;Doctor;Rafael;-2;Male;-;-
Calle Gines Martín;Gines Martín;Gines;Martín;-2;Male;-;-
Calle Jacobo del Barco;Jacobo Barco;Jacobo;Barco;-2;Male;-;-
Calle Doctor Francisco Vázquez Limón;Doctor Francisco Vázquez Limón;Doctor;Francisco;-2;Male;-;-
Calle Jesús Hermida;Jesús Hermida;Jesús;Hermida;-2;Male;-;-
Calle Alonso Sánchez;Alonso Sánchez;Alonso;Sánchez;-2;Male;-;-
Calle Onofre López;Onofre López;Onofre;López;-2;Male;-;-
Calle Luis de Vargas;Luis Vargas;Luis;Vargas;-2;Male;-;-
Calle Víctor Fuentes;Víctor Fuentes;Víctor;Fuentes;-2;Male;-;-
Calle Manuel Llanes Muñoz;Manuel Llanes Muñoz;Manuel;Llanes;-2;Male;-;-
Calle Manuel Sánchez Rodríguez;Manuel Sánchez Rodríguez;Manuel;Sánchez;-2;Male;-;-
Calle Doña Ana Gaviño;Doña Ana Gaviño;Doña;Ana;2;Female;-;-
Calle Julio Navarro Sánchez Tostado;Julio Navarro Sánchez Tostado;Julio;Navarro;-2;Male;-;-
Calle Rosita Barrios Balboa;Rosita Barrios Balboa;Rosita;Barrios;2;Female;-;-
Transversal Santa Rafaela María;Transversal Santa Rafaela María;Transversal;Santa;2;Female;-;-;https://es.wikipedia.org/wiki/Rafaela_Porras_y_Ayll%C3%B3n
Calle Rey Gaspar;Rey Gaspar;Rey;Gaspar;-2;Male;-;-
Calle Rey Melchor;Rey Melchor;Rey;Melchor;-2;Male;-;-
Calle Rey Baltasar;Rey Baltasar;Rey;Baltasar;-2;Male;-;-
Calle Asunción;Asunción;Asunción;;2;Female;-;-;https://es.wikipedia.org/wiki/Asunci%C3%B3n_de_Mar%C3%ADa
Calle Santa Eulalia;Santa Eulalia;Santa;Eulalia;2;Female;-;-;https://es.wikipedia.org/wiki/Eulalia_de_M%C3%A9rida
Plaza de Manuel Macías;Manuel Macías;Manuel;Macías;-2;Male;-;-
Calle Patriarca San José;Patriarca San José;Patriarca;San;-2;Male;-;-
Calle Santo Ángel;Santo Ángel;Santo;Ángel;-2;Male;-;-
Calle Martín Pescador;Martín Pescador;Martín;Pescador;-2;Male;-;-
Calle Zenobia;Zenobia;Zenobia;;2;Female;-;-;https://es.wikipedia.org/wiki/Zenobia_Camprub%C3%AD
Calle Doctor José Gil;Doctor José Gil;Doctor;José;-2;Male;-;-
Calle Vicente Aleixandre;Vicente Aleixandre;Vicente;Aleixandre;-2;Male;-;-
Calle Severo Ochoa;Severo Ochoa;Severo;Ochoa;-2;Male;-;-
Calle Pilar Gallango;Pilar Gallango;Pilar;Gallango;2;Female;-;-
Avenida José Luis García Palacios;José Luis García Palacios;José;Luis;-2;Male;-;-
Calle Charles Adams;Charles Adams;Charles;Adams;-2;Male;-;-
Calle Alcalde José Antonio Marín Rite;AlcalJosé Antonio Marín Rite;AlcalJosé;Antonio;-2;Male;-;-
Calle Cristóbal Gangoso;Cristóbal Gangoso;Cristóbal;Gangoso;-2;Male;-;-
Calle Joaquín Sorolla;Joaquín Sorolla;Joaquín;Sorolla;-2;Male;-;-
Calle Miguel Ferrer;Miguel Ferrer;Miguel;Ferrer;-2;Male;-;-
Calle El Salvador;El Salvador;El;Salvador;-2;Male;-;-
Calle Salvador Rueda;Salvador Rueda;Salvador;Rueda;-2;Male;-;-
Calle Domingo Franco Zorrero;Domingo Franco Zorrero;Domingo;Franco;-2;Male;-;-
Calle Boticario Curro Vázquez;Boticario Curro Vázquez;Boticario;Curro;-2;Male;-;-
Calle Doctor Manuel Font Guardiola;Doctor Manuel Font Guardiola;Doctor;Manuel;-2;Male;-;-
Calle José de Valdivieso;José Valdivieso;José;Valdivieso;-2;Male;-;-
Calle Rafael López;Rafael López;Rafael;López;-2;Male;-;-
Pasaje Manuel machado;Manuel machado;Manuel;machado;-2;Male;-;-
Calle José Oliva;José Oliva;José;Oliva;-2;Male;-;-
Calle Ana María Matute;Ana María Matute;Ana;María;2;Female;-;-;https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Matute
Plaza Cristo del Perdón;Cristo Perdón;Cristo;Perdón;-2;Male;-;-
Plaza Periodista Ana Vives Casas;Plaza Periodista Ana Vives s;Plaza;Periodista;2;Female;-;-;https://es.wikipedia.org/wiki/Ana_Vives_Casas
Plaza San Isidro Labrado;San Isidro Labrado;San;Isidro;-2;Male;-;-
Calle Virgen Chiquita;Virgen Chiquita;Virgen;Chiquita;2;Female;-;-
Calle Virgen de Guadalupe;Virgen de Guadalupe;Virgen;Guadalupe;2;Female;-;-
Paseo Virgen de la Victoria;Virgen de la Victoria;Virgen;Victoria;2;Female;-;-
Calle Virgen de las Angustias;Virgen de las Angustias;Virgen;Angustias;2;Female;-;-
Plaza Virgen de las Angustias;Virgen de las Angustias;Virgen;Angustias;2;Female;-;-
Calle Virgen de las Mercedes;Virgen de las Mercedes;Virgen;Mercedes;2;Female;-;-
Calle Virgen de Montemayor;irgen de Montemayor;Virgen;Montemayor;2;Female;-;-
Calle Virgen del Dolor Mayor;Virgen del Dolor Mayor;Virgen;Dolor;2;Female;-;-
Calle Virgen del Reposo;Virgen del Reposo;Virgen;Reposo;2;Female;-;-
Calle Virgen del Valle;Virgen del Valle;Virgen;Valle;2;Female;-;-
Calle Adonis;Adonis;Adonis;;-2;Male;-;-
Calle Afrodita;Afrodita;Afrodita;;2;Female;-;-;https://es.wikipedia.org/wiki/Afrodita
Calle Penélope;Penélope;Penélope;;2;Female;-;-;https://es.wikipedia.org/wiki/Pen%C3%A9lope
Calle Ulises;Ulises;Ulises;;-2;Male;-;-
Calle Doctor Pedro Naranjo;Doctor Pedro Naranjo;Doctor;Pedro;-2;Male;-;-
Calle Diana;Diana;Diana;;2;Female;-;-;https://es.wikipedia.org/wiki/Diana_(mitolog%C3%ADa)
Calle Zeus;Zeus;Zeus;;-2;Male;-;-
Calle Apolo;Apolo;Apolo;;-2;Male;-;-
Calle Hércules;Hércules;Hércules;;-2;Male;-;-
Calle Atenea;Atenea;Atenea;;2;Female;-;-;https://es.wikipedia.org/wiki/Atenea
